"id","year","season","scheme","state_name","state_code","district_count","farmer_count","loanee","non_loanee","area_insured","sum_insured","farmer_share","goi_share","state_share","male","female","transgender","sc","st","obc","gen","marginal","small","other","iu_count","gross_premium"
112,"2019-01-01","Rabi","PMFBY","Rajasthan","8",33.0,2071735.0,3936820.0,42372.0,4178.27,1862782.44,35084.1,68260.99,68260.99,88.75,11.08,0.17,7.99,8.86,62.26,20.89,19.1,49.11,31.79,10545.0,171606.08
113,"2019-01-01","Rabi","PMFBY","Sikkim","11",2.0,21.0,20.0,1.0,0.0,7.77,0.16,0.0,0.0,76.19,23.81,0.0,9.52,90.48,0.0,0.0,0.0,100.0,0.0,3.0,0.16
114,"2019-01-01","Rabi","PMFBY","Tamil Nadu","33",31.0,1043779.0,778273.0,2802171.0,1280.19,850928.06,15070.58,84704.89,84704.89,70.88,29.08,0.04,9.52,0.19,43.76,46.53,11.78,81.82,6.4,14177.0,184480.36
115,"2019-01-01","Rabi","PMFBY","Telangana","36",32.0,207004.0,211527.0,9434.0,230.34,192690.07,3027.36,2516.38,2516.38,72.25,27.7,0.05,9.05,10.24,53.76,26.95,27.99,58.1,13.91,6994.0,8060.12
116,"2019-01-01","Rabi","PMFBY","Tripura","16",8.0,6318.0,1509.0,5157.0,1.04,679.31,14.85,5.67,5.67,87.35,12.59,0.06,17.03,30.57,18.87,33.53,17.67,72.77,9.56,71.0,26.19
117,"2019-01-01","Rabi","PMFBY","Uttar Pradesh","9",75.0,1907598.0,2257999.0,74512.0,1808.65,922538.72,16180.49,21433.09,21433.09,91.72,8.23,0.05,5.86,0.71,36.62,56.81,36.73,54.99,8.28,53409.0,59046.67
118,"2019-01-01","Rabi","PMFBY","Uttarakhand","5",13.0,47685.0,40257.0,13330.0,32.4,23722.43,355.83,338.14,338.14,89.37,10.6,0.03,7.59,15.44,9.89,67.08,27.54,65.73,6.73,236.0,1032.11
119,"2019-01-01","Rabi","WBCIS","Chhattisgarh","22",27.0,7787.0,6024.0,6944.0,6.0,5521.95,276.1,815.15,815.15,92.47,7.5,0.03,3.29,24.94,49.05,22.72,8.58,61.66,29.76,582.0,1906.4
120,"2019-01-01","Rabi","WBCIS","Himachal Pradesh","2",11.0,83678.0,90808.0,64.0,6909.25,55620.58,2780.79,2167.81,2167.81,90.91,9.07,0.02,9.98,8.06,3.29,78.67,44.67,48.75,6.58,1253.0,7116.41
121,"2019-01-01","Rabi","WBCIS","Kerala","32",11.0,16401.0,12376.0,8155.0,13.47,10690.9,168.91,1573.44,1573.44,69.34,30.56,0.1,1.34,0.06,70.58,28.02,10.89,81.95,7.16,224.0,3315.79
122,"2019-01-01","Rabi","WBCIS","Madhya Pradesh","23",50.0,127465.0,253902.0,3890.0,161.4,74249.64,3712.47,2117.67,2117.67,91.52,8.38,0.1,4.31,2.57,63.93,29.19,12.19,30.92,56.89,633.0,7947.81
123,"2019-01-01","Rabi","WBCIS","Maharashtra","27",30.0,206219.0,117367.0,146608.0,233.52,301419.18,15070.96,49955.0,49955.0,84.56,15.4,0.04,4.01,1.04,31.37,63.58,15.18,70.17,14.65,1303.0,114980.96
124,"2019-01-01","Rabi","WBCIS","Rajasthan","8",22.0,63896.0,68592.0,22.0,39.15,36511.83,1825.59,3318.58,3318.58,91.49,8.44,0.07,6.37,7.74,69.53,16.36,22.4,34.08,43.52,967.0,8462.75
125,"2019-01-01","Rabi","WBCIS","Telangana","36",29.0,610.0,470.0,381.0,121.78,723.75,36.19,10.73,10.73,81.67,18.33,0.0,9.17,8.46,32.31,50.06,19.15,47.0,33.85,150.0,57.65
126,"2019-01-01","Rabi","WBCIS","Uttar Pradesh","9",17.0,3658.0,3788.0,71.0,3.2,2203.91,110.2,133.8,133.8,90.83,9.17,0.0,8.34,0.49,52.01,39.16,37.34,52.16,10.5,42.0,377.8
127,"2019-01-01","Rabi","WBCIS","Uttarakhand","5",13.0,15479.0,9844.0,12032.0,888.45,17040.04,851.89,2194.45,2194.45,94.3,5.68,0.02,5.26,19.17,15.19,60.38,18.66,76.81,4.53,86.0,5240.79
128,"2020-01-01","Kharif","PMFBY","Andaman & Nicobar Islands","35",3.0,263.0,263.0,0.0,0.24,162.81,0.81,5.7,8.14,88.59,11.41,-0.0,0.0,0.0,38.78,61.22,0.38,99.62,0.0,19.0,14.65
129,"2020-01-01","Kharif","PMFBY","Assam","18",27.0,596528.0,20057.0,810914.0,574.21,325827.35,23.63,7450.17,7613.41,71.73,28.22,0.05,4.84,6.88,10.23,78.05,27.4,69.59,3.01,163.0,15087.21
130,"2020-01-01","Kharif","PMFBY","Chhattisgarh","22",28.0,1313327.0,4166234.0,272622.0,2081.35,810823.64,16216.47,53018.64,53018.64,89.3,10.6,0.1,9.81,23.6,61.28,5.31,21.31,52.71,25.98,18597.0,122253.75
131,"2020-01-01","Kharif","PMFBY","Goa","30",2.0,35.0,84.0,2.0,0.01,12.13,0.43,0.11,0.11,74.42,25.58,0.0,0.0,10.47,25.58,63.95,48.84,33.72,17.44,14.0,0.65
132,"2020-01-01","Kharif","PMFBY","Haryana","6",23.0,644027.0,787748.0,110504.0,1010.92,786502.28,26641.92,35209.59,35219.5,92.1,7.86,0.04,0.62,0.04,16.76,82.58,19.9,58.96,21.14,6819.0,97071.01
133,"2020-01-01","Kharif","PMFBY","Himachal Pradesh","2",10.0,85587.0,88324.0,446.0,31.97,9592.21,191.84,306.61,306.61,92.2,7.78,0.02,5.06,2.72,8.06,84.16,36.82,56.91,6.27,124.0,805.06
134,"2020-01-01","Kharif","PMFBY","Karnataka","29",30.0,1344763.0,442105.0,902658.0,1.26,5.68,0.13,0.58,0.62,79.12,20.88,-0.0,4.72,2.99,24.53,67.76,21.37,54.96,23.67,13776.0,1.34
135,"2020-01-01","Kharif","PMFBY","Kerala","32",14.0,8696.0,10474.0,3518.0,6.38,5568.18,121.33,289.01,289.01,65.67,34.16,0.17,2.94,0.07,32.67,64.32,36.88,61.05,2.07,350.0,699.35
136,"2020-01-01","Kharif","PMFBY","Madhya Pradesh","23",52.0,2823401.0,3922274.0,663469.0,7275.39,2784492.04,57492.67,206830.33,206830.33,87.29,12.58,0.13,5.3,9.79,58.83,26.08,13.65,54.14,32.21,19523.0,471153.33
137,"2020-01-01","Kharif","PMFBY","Maharashtra","27",34.0,4277749.0,1382613.0,9432719.0,5784.23,2217942.61,53226.08,225998.9,245100.84,81.26,18.71,0.03,4.48,2.3,34.12,59.1,10.22,82.99,6.79,2275.0,524325.82
138,"2020-01-01","Kharif","PMFBY","Meghalaya","17",4.0,130.0,129.0,1.0,0.1,76.83,3.69,0.03,0.0,51.54,48.46,0.0,0.0,96.92,2.31,0.77,96.92,3.08,-0.0,6.0,3.73
139,"2020-01-01","Kharif","PMFBY","Odisha","21",30.0,1586108.0,7595941.0,1863115.0,1138.45,767567.53,15354.8,63517.73,63517.73,85.79,14.18,0.03,8.16,11.26,58.54,22.04,15.87,79.35,4.78,6909.0,142390.26
140,"2020-01-01","Kharif","PMFBY","Puducherry","34",2.0,336.0,0.0,340.0,0.18,136.62,0.0,4.64,7.37,64.41,35.59,0.0,68.53,0.0,9.41,22.06,0.59,99.41,0.0,6.0,12.01
141,"2020-01-01","Kharif","PMFBY","Rajasthan","8",33.0,3045008.0,6568520.0,151999.0,7332.97,2049567.42,43164.39,161715.55,175432.28,87.98,11.84,0.18,8.82,8.06,62.17,20.95,19.12,48.1,32.78,11330.0,380312.22
142,"2020-01-01","Kharif","PMFBY","Sikkim","11",3.0,46.0,55.0,1.0,0.02,23.57,0.65,0.0,0.0,66.07,33.93,0.0,14.29,17.86,50.0,17.85,39.29,57.14,3.57,28.0,0.65
143,"2020-01-01","Kharif","PMFBY","Tamil Nadu","33",30.0,190525.0,72992.0,548885.0,203.27,125611.03,2589.21,5809.3,7192.41,79.08,20.88,0.04,8.16,0.53,50.91,40.4,10.38,85.44,4.18,8647.0,15590.92
144,"2020-01-01","Kharif","PMFBY","Tripura","16",8.0,172048.0,11437.0,194514.0,31.2,21540.03,22.47,96.91,419.09,81.24,18.73,0.03,13.77,36.3,14.64,35.29,5.35,88.54,6.11,1181.0,538.47
145,"2020-01-01","Kharif","PMFBY","Uttar Pradesh","9",75.0,1868129.0,2170359.0,57746.0,1695.96,887855.22,17757.0,33251.04,33353.73,91.41,8.54,0.05,6.03,0.67,35.9,57.4,35.61,55.18,9.21,49182.0,84361.77
146,"2020-01-01","Kharif","PMFBY","Uttarakhand","5",13.0,44182.0,28035.0,20913.0,14.88,11008.75,220.17,90.5,90.5,90.27,9.71,0.02,12.51,4.97,13.82,68.7,20.81,76.94,2.25,230.0,401.17
147,"2020-01-01","Kharif","WBCIS","Chhattisgarh","22",28.0,9572.0,9179.0,8711.0,10.23,10581.22,529.06,1174.87,2585.44,90.26,9.71,0.03,3.92,19.59,53.78,22.71,12.6,57.92,29.48,556.0,4289.37
148,"2020-01-01","Kharif","WBCIS","Himachal Pradesh","2",7.0,6299.0,6483.0,60.0,1.24,1180.44,59.02,79.07,79.07,92.88,7.08,0.04,10.55,0.37,4.57,84.51,50.77,45.59,3.64,514.0,217.16
149,"2020-01-01","Kharif","WBCIS","Karnataka","29",30.0,282747.0,230444.0,52303.0,0.12,1.42,0.07,0.15,0.32,82.19,17.81,0.0,2.12,2.65,27.08,68.15,23.9,45.89,30.21,9722.0,0.54
150,"2020-01-01","Kharif","WBCIS","Kerala","32",12.0,21967.0,17703.0,10756.0,16.17,12896.37,274.9,1782.63,1795.55,70.9,29.0,0.1,0.95,0.18,77.09,21.78,22.22,75.54,2.24,328.0,3853.08
151,"2020-01-01","Kharif","WBCIS","Maharashtra","27",25.0,168728.0,80094.0,135639.0,152.55,165096.94,8254.85,6011.5,7648.11,84.35,15.61,0.04,6.36,0.54,23.42,69.68,9.96,74.53,15.51,931.0,21914.46
152,"2020-01-01","Kharif","WBCIS","Rajasthan","8",10.0,9874.0,10567.0,8.0,12.94,4416.77,220.84,256.02,256.02,92.23,7.62,0.15,10.33,2.83,47.32,39.52,7.07,14.18,78.75,303.0,732.88
153,"2020-01-01","Kharif","WBCIS","Uttar Pradesh","9",16.0,4525.0,4662.0,22.0,2.29,2763.45,138.17,100.84,100.85,92.23,7.77,-0.0,0.3,0.06,11.19,88.45,15.46,78.25,6.29,63.0,339.86
154,"2020-01-01","Kharif","WBCIS","Uttarakhand","5",11.0,48568.0,51354.0,5405.0,32.18,25892.41,1294.62,2351.0,2351.0,96.45,3.53,0.02,16.84,11.26,9.36,62.54,16.24,82.82,0.94,103.0,5996.62
155,"2020-01-01","Rabi","PMFBY","Andaman & Nicobar Islands","35",1.0,44.0,76.0,0.0,0.02,11.62,0.06,0.31,0.53,86.84,13.16,-0.0,0.0,0.0,27.63,72.37,0.0,100.0,0.0,7.0,0.9
156,"2020-01-01","Rabi","PMFBY","Assam","18",27.0,868590.0,5163.0,1165424.0,722.92,568536.96,33.31,5121.93,15352.33,70.77,29.17,0.06,1.86,4.58,6.25,87.31,30.84,67.91,1.25,160.0,20507.57
157,"2020-01-01","Rabi","PMFBY","Chhattisgarh","22",24.0,237239.0,576416.0,137014.0,369.09,122162.37,1832.42,7904.31,7904.31,90.98,8.94,0.08,9.76,6.88,75.4,7.96,20.52,53.51,25.97,4548.0,17641.04
158,"2020-01-01","Rabi","PMFBY","Haryana","6",22.0,565507.0,736934.0,32375.0,893.65,541021.84,8115.29,13416.71,13427.81,91.59,8.37,0.04,0.66,0.04,18.86,80.44,20.94,56.2,22.86,6819.0,34959.81
159,"2020-01-01","Rabi","PMFBY","Himachal Pradesh","2",10.0,84817.0,87888.0,287.0,32.11,9634.05,144.51,547.55,547.55,92.02,7.96,0.02,5.48,2.94,7.78,83.8,36.13,57.54,6.33,127.0,1239.61
160,"2020-01-01","Rabi","PMFBY","Karnataka","29",30.0,161072.0,8973.0,152099.0,0.21,0.67,0.01,0.07,0.08,81.13,18.87,0.0,3.4,3.36,68.92,24.32,17.12,41.68,41.2,7546.0,0.16
161,"2020-01-01","Rabi","PMFBY","Kerala","32",14.0,5064.0,6980.0,414.0,4.5,3900.76,65.59,61.29,61.29,63.65,36.02,0.33,0.55,0.04,17.45,81.96,36.19,58.39,5.42,215.0,188.17
162,"2020-01-01","Rabi","PMFBY","Madhya Pradesh","23",52.0,2154680.0,3843783.0,50796.0,5753.42,2232294.29,33484.39,109378.7,109378.7,88.86,11.0,0.14,5.06,5.71,60.22,29.01,13.68,49.11,37.21,21003.0,252241.79
163,"2020-01-01","Rabi","PMFBY","Maharashtra","27",32.0,566532.0,108258.0,1095611.0,735.88,251619.1,4241.55,25313.75,29414.77,81.44,18.54,0.02,2.67,0.77,29.05,67.51,9.46,81.06,9.48,1714.0,58970.07
164,"2020-01-01","Rabi","PMFBY","Manipur","14",1.0,15.0,15.0,0.0,0.01,5.04,0.25,0.17,0.02,86.67,13.33,-0.0,33.33,0.0,0.0,66.67,0.0,100.0,0.0,1.0,0.44
165,"2020-01-01","Rabi","PMFBY","Odisha","21",30.0,52328.0,200076.0,102329.0,52.03,33943.78,501.34,510.38,510.38,88.64,11.32,0.04,5.83,8.55,65.28,20.34,15.1,74.77,10.13,908.0,1522.1
166,"2020-01-01","Rabi","PMFBY","Puducherry","34",2.0,9021.0,73.0,10648.0,7.86,5297.09,0.31,169.57,263.14,67.2,32.77,0.03,8.94,0.2,65.09,25.77,2.07,95.82,2.11,107.0,433.02
167,"2020-01-01","Rabi","PMFBY","Rajasthan","8",33.0,2143246.0,4017382.0,20328.0,4046.35,2421249.71,46048.61,99179.13,104979.73,88.28,11.57,0.15,8.2,9.54,60.95,21.31,19.66,50.09,30.25,10586.0,250207.47
168,"2020-01-01","Rabi","PMFBY","Sikkim","11",1.0,22.0,2.0,27.0,0.01,4.4,0.07,0.0,0.0,75.86,24.14,0.0,6.9,24.14,48.28,20.68,37.93,55.17,6.9,7.0,0.07
169,"2020-01-01","Rabi","PMFBY","Tamil Nadu","33",36.0,1302501.0,603658.0,4956418.0,1623.83,971315.56,16160.47,109963.67,187956.48,71.33,28.64,0.03,10.15,0.14,47.78,41.93,9.88,86.02,4.1,11752.0,314080.62
170,"2020-01-01","Rabi","PMFBY","Tripura","16",8.0,48254.0,1494.0,54953.0,7.19,4984.7,7.33,94.48,79.65,83.16,16.83,0.01,6.98,12.97,10.13,69.92,22.8,75.37,1.83,76.0,181.46
171,"2020-01-01","Rabi","PMFBY","Uttar Pradesh","9",75.0,1731998.0,1948445.0,33556.0,1472.7,934682.78,15297.39,31057.41,31057.41,91.66,8.29,0.05,5.69,0.6,33.63,60.08,34.09,57.35,8.56,50791.0,77412.21
172,"2020-01-01","Rabi","PMFBY","Uttarakhand","5",13.0,29885.0,14790.0,18112.0,9.86,6626.86,99.4,128.39,128.39,89.0,10.99,0.01,10.46,6.87,9.25,73.42,22.35,74.48,3.17,220.0,356.18
173,"2020-01-01","Rabi","WBCIS","Chhattisgarh","22",27.0,5964.0,6334.0,6487.0,5.68,5363.5,268.18,548.94,1082.8,91.09,8.89,0.02,4.29,15.59,59.22,20.9,15.77,51.17,33.06,478.0,1899.92
174,"2020-01-01","Rabi","WBCIS","Himachal Pradesh","2",10.0,61973.0,64886.0,248.0,4717.08,38003.38,1900.17,2797.6,3471.8,91.32,8.65,0.03,10.57,12.24,1.73,75.46,39.64,54.05,6.31,1238.0,8169.57
175,"2020-01-01","Rabi","WBCIS","Karnataka","29",30.0,8112.0,448.0,7664.0,0.01,0.07,0.0,0.01,0.01,83.43,16.57,-0.0,4.5,1.35,69.48,24.67,13.71,27.98,58.31,1972.0,0.02
176,"2020-01-01","Rabi","WBCIS","Kerala","32",12.0,21786.0,12706.0,14408.0,17.39,13865.3,216.01,1714.93,1714.94,68.39,31.54,0.07,1.08,0.04,77.17,21.71,22.4,73.32,4.28,198.0,3645.88
177,"2020-01-01","Rabi","WBCIS","Maharashtra","27",30.0,152521.0,103357.0,110324.0,161.48,215063.6,10753.18,16269.7,20272.25,84.26,15.69,0.05,4.03,1.5,36.44,58.03,16.09,70.75,13.16,1239.0,47295.13
178,"2020-01-01","Rabi","WBCIS","Rajasthan","8",22.0,36979.0,39200.0,5.0,21.78,27073.42,1353.67,2834.48,2834.48,91.23,8.72,0.05,6.73,9.31,67.07,16.89,19.03,32.23,48.74,833.0,7022.63
179,"2020-01-01","Rabi","WBCIS","Uttar Pradesh","9",22.0,982.0,1247.0,120.0,0.7,481.93,24.1,27.94,32.21,93.34,6.66,-0.0,6.29,0.22,47.4,46.09,47.55,37.31,15.14,58.0,84.25
180,"2020-01-01","Rabi","WBCIS","Uttarakhand","5",13.0,21315.0,8643.0,24625.0,1996.14,34402.57,1720.13,3999.84,3999.88,93.07,6.92,0.01,6.11,16.98,19.64,57.27,15.12,81.26,3.62,104.0,9719.85
181,"2021-01-01","Kharif","PMFBY","Andaman & Nicobar Islands","35",3.0,359.0,329.0,32.0,0.28,195.35,0.98,6.81,9.74,81.16,18.84,0.0,0.28,0.83,51.25,47.64,2.49,97.51,0.0,25.0,17.53
182,"2021-01-01","Kharif","PMFBY","Assam","18",27.0,576208.0,25136.0,579391.0,309.5,183843.35,27.0,4493.75,4149.16,75.39,24.54,0.07,2.44,4.81,8.32,84.43,24.59,74.38,1.03,164.0,8669.91
183,"2021-01-01","Kharif","PMFBY","Chhattisgarh","22",28.0,1269152.0,4639419.0,292633.0,1970.21,803057.84,16061.15,53011.6,53011.6,89.38,10.52,0.1,9.32,24.09,61.29,5.3,21.69,53.29,25.02,18624.0,122084.35
184,"2021-01-01","Kharif","PMFBY","Goa","30",2.0,23.0,40.0,9.0,0.01,10.51,0.44,0.16,0.16,97.96,2.04,0.0,0.0,10.2,6.12,83.68,10.2,38.78,51.02,15.0,0.76
185,"2021-01-01","Kharif","PMFBY","Haryana","6",22.0,531403.0,672412.0,73987.0,828.0,672102.27,24216.01,31883.98,31884.01,90.83,9.14,0.03,0.83,0.04,13.91,85.22,21.15,57.24,21.61,6749.0,87984.0
186,"2021-01-01","Kharif","PMFBY","Himachal Pradesh","2",10.0,87702.0,90829.0,685.0,32.21,9663.17,193.26,317.67,317.67,91.97,8.0,0.03,5.45,2.72,8.19,83.64,35.67,58.33,6.0,125.0,828.6
187,"2021-01-01","Kharif","PMFBY","Jammu And Kashmir","1",4.0,49418.0,52552.0,98.0,22.01,20901.08,418.02,977.89,977.89,96.11,3.87,0.02,6.09,2.31,1.83,89.77,32.21,64.1,3.69,62.0,2373.8
188,"2021-01-01","Kharif","PMFBY","Kerala","32",14.0,5173.0,6318.0,2568.0,4.24,3648.14,78.78,195.32,195.32,66.97,31.62,1.41,0.91,0.09,29.53,69.47,37.01,58.78,4.21,329.0,469.42
189,"2021-01-01","Kharif","PMFBY","Madhya Pradesh","23",52.0,2466204.0,4713443.0,27671.0,6431.16,2475544.75,50802.83,188875.3,188875.3,88.18,11.7,0.12,5.08,8.64,59.78,26.5,14.54,52.34,33.12,20224.0,428553.43
190,"2021-01-01","Kharif","PMFBY","Maharashtra","27",34.0,3607307.0,1045534.0,7361795.0,4875.38,1895414.3,44203.35,195500.89,211658.0,80.87,19.11,0.02,5.2,2.17,35.31,57.32,10.14,83.12,6.74,2430.0,451362.24
191,"2021-01-01","Kharif","PMFBY","Manipur","14",7.0,2147.0,952.0,1754.0,2.46,1679.35,33.85,112.49,12.5,60.35,39.65,0.0,11.94,6.43,29.12,52.51,34.74,61.27,3.99,41.0,158.84
192,"2021-01-01","Kharif","PMFBY","Odisha","21",30.0,1235937.0,5972073.0,2391724.0,1050.22,707755.33,14146.14,62296.94,62296.94,84.0,15.97,0.03,7.84,12.91,58.63,20.62,16.28,78.8,4.92,6873.0,138740.02
193,"2021-01-01","Kharif","PMFBY","Puducherry","34",3.0,2882.0,64.0,3683.0,2.59,1753.66,0.03,46.13,81.17,67.25,32.69,0.06,7.34,0.11,59.89,32.66,1.68,97.36,0.96,90.0,127.33
194,"2021-01-01","Kharif","PMFBY","Rajasthan","8",33.0,3091409.0,17956448.0,987321.0,6741.74,1845223.0,38572.37,153432.64,167493.79,87.58,12.27,0.15,8.0,8.97,62.56,20.47,20.27,49.85,29.88,11341.0,359498.8
195,"2021-01-01","Kharif","PMFBY","Sikkim","11",4.0,2142.0,54.0,2316.0,0.28,252.78,8.51,0.97,0.11,87.05,12.95,0.0,0.68,9.66,21.86,67.8,27.3,72.07,0.63,79.0,9.59
196,"2021-01-01","Kharif","PMFBY","Tamil Nadu","33",34.0,48355.0,1982.0,139916.0,43.42,21970.07,504.74,2008.68,2336.35,83.5,16.48,0.02,5.99,0.93,58.05,35.03,9.31,87.47,3.22,833.0,4849.77
197,"2021-01-01","Kharif","PMFBY","Tripura","16",8.0,170350.0,15817.0,236344.0,37.83,26118.15,26.07,242.1,523.18,82.24,17.73,0.03,9.97,27.06,10.2,52.77,17.32,79.29,3.39,1107.0,791.35
198,"2021-01-01","Kharif","PMFBY","Uttar Pradesh","9",75.0,1788981.0,2006457.0,149413.0,1558.52,783033.98,15660.58,31356.4,31487.05,90.91,9.04,0.05,5.99,0.64,35.98,57.39,32.23,59.21,8.56,49248.0,78504.03
199,"2021-01-01","Kharif","PMFBY","Uttarakhand","5",13.0,44684.0,25374.0,25724.0,11.86,8131.02,162.62,71.55,71.55,89.05,10.93,0.02,13.26,5.14,10.86,70.74,18.95,79.13,1.92,820.0,305.72
200,"2021-01-01","Kharif","WBCIS","Chhattisgarh","22",28.0,11365.0,7048.0,15346.0,12.37,12736.87,636.84,1467.88,3476.21,89.15,10.83,0.02,5.22,18.36,61.71,14.71,17.95,58.65,23.4,575.0,5580.93
201,"2021-01-01","Kharif","WBCIS","Himachal Pradesh","2",10.0,8089.0,8836.0,111.0,1.89,1797.01,89.85,142.66,142.66,92.49,7.47,0.04,9.57,9.04,4.4,76.99,47.27,49.78,2.95,780.0,375.17
202,"2021-01-01","Kharif","WBCIS","Kerala","32",12.0,21083.0,14059.0,14767.0,16.4,13096.44,273.89,1815.79,1824.61,69.2,30.76,0.04,0.9,0.07,83.11,15.92,29.9,67.4,2.7,299.0,3914.29
203,"2021-01-01","Kharif","WBCIS","Maharashtra","27",25.0,104199.0,50915.0,79367.0,97.39,107862.61,5534.0,4559.82,4917.16,84.26,15.71,0.03,3.3,0.56,26.32,69.82,9.91,75.87,14.22,912.0,15010.98
204,"2021-01-01","Kharif","WBCIS","Rajasthan","8",11.0,6944.0,9655.0,1.0,9.83,3281.22,164.06,183.97,183.97,92.32,7.62,0.06,9.09,2.16,49.02,39.73,9.75,13.57,76.68,282.0,532.0
205,"2021-01-01","Kharif","WBCIS","Uttar Pradesh","9",18.0,5547.0,6071.0,454.0,2.61,2955.52,147.78,111.83,111.87,91.92,8.08,-0.0,1.35,0.49,13.38,84.78,20.29,71.72,7.99,70.0,371.48
206,"2021-01-01","Kharif","WBCIS","Uttarakhand","5",11.0,51274.0,52272.0,10075.0,37.77,30438.29,1521.91,2775.37,2775.37,95.88,4.1,0.02,15.55,11.14,12.72,60.59,13.6,85.55,0.85,105.0,7072.65
207,"2021-01-01","Rabi","PMFBY","Andaman & Nicobar Islands","35",2.0,169.0,169.0,1.0,0.04,38.24,0.19,1.77,3.33,70.0,30.0,0.0,0.0,0.0,98.24,1.76,10.0,90.0,0.0,8.0,5.29
208,"2021-01-01","Rabi","PMFBY","Assam","18",29.0,563406.0,8203.0,567781.0,364.63,256604.11,100.75,4850.58,4422.55,73.28,26.69,0.03,0.98,2.11,3.32,93.59,33.86,64.96,1.18,1641.0,9373.88
209,"2021-01-01","Rabi","PMFBY","Chhattisgarh","22",25.0,222857.0,802921.0,151650.0,349.19,122105.06,1831.55,7829.32,7829.32,90.91,9.01,0.08,8.52,7.58,77.03,6.87,21.19,53.81,25.0,4487.0,17490.19
210,"2021-01-01","Rabi","PMFBY","Goa","30",1.0,12.0,0.0,15.0,0.0,1.33,0.02,0.0,0.0,100.0,0.0,0.0,0.0,0.0,53.33,46.67,0.0,100.0,0.0,9.0,0.03
211,"2021-01-01","Rabi","PMFBY","Haryana","6",22.0,512583.0,660909.0,72277.0,824.44,506695.77,7600.4,13621.56,13629.17,90.38,9.59,0.03,0.79,0.04,14.67,84.5,22.07,56.69,21.24,6706.0,34851.13
212,"2021-01-01","Rabi","PMFBY","Himachal Pradesh","2",10.0,84111.0,86738.0,756.0,30.81,9243.39,138.65,542.87,542.87,91.97,8.0,0.03,5.1,2.82,7.75,84.33,37.31,57.28,5.41,125.0,1224.39
213,"2021-01-01","Rabi","PMFBY","Jammu And Kashmir","1",4.0,37200.0,38942.0,128.0,20.38,16311.33,244.67,709.05,709.05,95.9,4.08,0.02,7.69,1.89,1.75,88.67,39.48,56.22,4.3,60.0,1662.77
214,"2021-01-01","Rabi","PMFBY","Kerala","32",14.0,4794.0,6734.0,1442.0,4.29,3570.13,57.49,60.14,60.14,65.77,34.09,0.14,0.91,0.02,22.0,77.07,36.96,60.37,2.67,197.0,177.77
215,"2021-01-01","Rabi","PMFBY","Madhya Pradesh","23",52.0,2006657.0,4533289.0,14023.0,5227.38,2064541.07,30968.09,108732.08,108732.08,89.65,10.21,0.14,4.81,4.46,60.9,29.83,13.4,47.98,38.62,20751.0,248432.25
216,"2021-01-01","Rabi","PMFBY","Maharashtra","27",32.0,661615.0,106836.0,1138060.0,845.84,295314.51,4873.16,28598.75,34245.96,82.01,17.97,0.02,2.57,0.77,29.78,66.88,9.97,80.83,9.2,1764.0,67717.87
217,"2021-01-01","Rabi","PMFBY","Manipur","14",6.0,123.0,0.0,125.0,0.05,23.48,0.58,0.22,0.02,60.0,40.0,0.0,0.0,65.6,18.4,16.0,26.4,71.2,2.4,11.0,0.82
218,"2021-01-01","Rabi","PMFBY","Odisha","21",30.0,34850.0,168036.0,61120.0,41.78,28239.19,413.23,432.17,432.17,88.26,11.66,0.08,6.01,9.49,68.06,16.44,16.98,71.16,11.86,846.0,1277.57
219,"2021-01-01","Rabi","PMFBY","Puducherry","34",3.0,10774.0,134.0,32123.0,11.51,7597.68,0.14,219.36,353.21,70.11,29.81,0.08,6.76,0.13,65.27,27.84,6.13,91.57,2.3,114.0,572.71
220,"2021-01-01","Rabi","PMFBY","Rajasthan","8",33.0,2362884.0,15062641.0,840271.0,4047.68,2304298.86,43210.71,102647.69,110132.95,87.98,11.89,0.13,7.48,9.6,63.21,19.71,20.72,53.06,26.22,10568.0,255991.35
221,"2021-01-01","Rabi","PMFBY","Sikkim","11",3.0,100.0,0.0,105.0,0.01,15.91,0.24,0.33,0.04,86.67,13.33,-0.0,0.0,6.67,2.86,90.47,90.48,9.52,-0.0,17.0,0.61
222,"2021-01-01","Rabi","PMFBY","Tamil Nadu","33",41.0,1390188.0,560704.0,5482757.0,1624.9,1071391.85,17383.59,110169.71,174315.29,71.5,28.47,0.03,9.57,0.18,47.8,42.45,9.17,87.48,3.35,11894.0,301868.59
223,"2021-01-01","Rabi","PMFBY","Tripura","16",8.0,74684.0,3846.0,83841.0,15.02,10410.01,12.26,142.13,161.02,83.13,16.84,0.03,7.6,18.39,7.48,66.53,27.44,70.78,1.78,73.0,315.41
224,"2021-01-01","Rabi","PMFBY","Uttar Pradesh","9",75.0,1667412.0,1874643.0,106043.0,1414.76,885391.37,14006.67,30345.54,30345.54,91.06,8.89,0.05,5.67,0.74,35.58,58.01,32.07,58.98,8.95,50372.0,74697.75
225,"2021-01-01","Rabi","PMFBY","Uttarakhand","5",13.0,34452.0,17949.0,19553.0,9.55,6019.22,90.29,158.55,158.55,88.92,11.08,-0.0,12.93,12.68,12.09,62.3,23.99,73.59,2.42,879.0,407.39
